"ID_Beneficiario","Fecha_Intervencion","Municipio","Tipo_Actividad","Genero","Edad","Tipo_Poblacion","Costo_Intervencion","Nivel_Satisfaccion"
290,2025-12-10,"Bucaramanga","Adecuación de Aulas","Femenino",-3,"Padre/Madre",27000,NA
291,2025-01-30,"Bucaramanga","Taller de Gestión del Riesgo","hombre",2,"Lider Comunitario",131000,5
292,2024-02-01,"Cúcuta","Formación a Docentes","Femenino",17,"Padre/Madre",204000,NA
293,2025-12-26,"Bucaramanga","Entrega de Kits Escolares","F",9,"Lider Comunitario",NA,2
294,2024-04-29,"Pamplona","Taller de Gestión del Riesgo","hombre",20,"Lider Comunitario",84000,5
295,2025-08-16,"Bucaramanga","Formación a Docentes","Masculino",30,"Padre/Madre",171000,3
296,2024-06-04,"Pasto","Apoyo Psicosocial","Femenino",37,"Lider Comunitario",49000,NA
297,2024-06-11,"Bucaramanga","Apoyo Psicosocial","No binario",2,"Docente",206000,4
298,2024-07-19,"Arauca","Taller de Gestión del Riesgo","F",34,"Padre/Madre",NA,4
299,2025-07-26,"Cúcuta","Adecuación de Aulas","No binario",5,"Estudiante",65000,4
300,2025-04-17,"Pamplona","Taller de Gestión del Riesgo","Femenino",5,"Lider Comunitario",62000,3
301,2024-07-15,"Pamplona","Formación a Docentes","Femenino",18,"Padre/Madre",155000,4
302,2024-11-17,"Pasto","Formación a Docentes","Femenino",15,"Lider Comunitario",212000,4
303,2025-05-26,"Pasto","Taller de Gestión del Riesgo","Masculino",29,"Lider Comunitario",29000,5
304,2024-04-08,"Arauca","Entrega de Kits Escolares","F",20,"Lider Comunitario",93000,4
305,2025-04-23,"Bucaramanga","Formación a Docentes","Femenino",15,"Estudiante",131000,2
306,2025-03-02,"Cúcuta","Apoyo Psicosocial","Femenino",-5,"Estudiante",234000,5
307,2025-02-01,"Bucaramanga","Entrega de Kits Escolares","Femenino",15,"Docente",36000,5
308,2024-07-25,"Pamplona","Taller de Gestión del Riesgo","Femenino",27,"Docente",163000,5
309,2025-10-22,"Ipiales","Apoyo Psicosocial","Femenino",14,"Docente",157000,3
310,2025-01-14,"Bucaramanga","Formación a Docentes","Femenino",2,"Lider Comunitario",69000,2
311,2024-12-27,"Pasto","Entrega de Kits Escolares","Masculino",-4,"Lider Comunitario",74000,3
312,2025-07-10,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",18,"Estudiante",85000,4
313,2024-10-04,"Arauca","Adecuación de Aulas","Femenino",8,"Docente",246000,5
314,2025-03-26,"Tibú","Taller de Gestión del Riesgo","Femenino",12,"Estudiante",68000,3
315,2024-07-13,"Arauca","Adecuación de Aulas","Masculino",19,"Docente",247000,4
316,2025-03-08,"Ipiales","Adecuación de Aulas","Masculino",17,"Padre/Madre",56000,4
317,2025-06-11,"Bucaramanga","Apoyo Psicosocial","Masculino",21,"Estudiante",21000,4
318,2024-04-05,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",-12,"Docente",162000,4
319,2025-07-08,"Pasto","Taller de Gestión del Riesgo","Femenino",10,"Estudiante",38000,5
320,2025-04-08,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",9,"Docente",94000,4
321,2024-06-24,"Cúcuta","Apoyo Psicosocial","M",24,"Lider Comunitario",119000,3
322,2024-02-16,"Cúcuta","Formación a Docentes","Femenino",15,"Lider Comunitario",146000,5
323,2025-05-31,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",19,"Lider Comunitario",57000,4
324,2025-03-09,"Ipiales","Apoyo Psicosocial","Masculino",23,"Padre/Madre",105000,5
325,2025-12-21,"Arauca","Adecuación de Aulas","F",-2,"Docente",222000,4
326,2025-03-22,"Pasto","Taller de Gestión del Riesgo","Masculino",12,"Docente",194000,5
327,2024-01-11,"Bucaramanga","Formación a Docentes","Femenino",2,"Docente",247000,NA
328,2025-10-26,"Bucaramanga","Formación a Docentes","Femenino",8,"Docente",35000,5
329,2024-05-06,"Pamplona","Taller de Gestión del Riesgo","Masculino",-9,"Docente",218000,3
330,2024-09-20,"cucuta","Formación a Docentes","Masculino",8,"Docente",NA,NA
331,2025-02-06,"Cúcuta","Formación a Docentes","Femenino",34,"Lider Comunitario",68000,4
332,2024-06-19,"Bucaramanga","Formación a Docentes","Femenino",-5,"Estudiante",40000,4
333,2025-12-02,"Pamplona","Entrega de Kits Escolares","Masculino",13,"Padre/Madre",177000,4
334,2024-09-19,"Bucaramanga","Entrega de Kits Escolares","M",13,"Docente",109000,5
335,2024-06-08,"Ipiales","Apoyo Psicosocial","Femenino",29,"Estudiante",17000,5
336,2025-02-23,"Pasto","Apoyo Psicosocial","F",19,"Padre/Madre",209000,5
337,2024-10-03,"Cúcuta","Entrega de Kits Escolares","Masculino",11,"Padre/Madre",NA,1
338,2024-01-13,"Bucaramanga","Formación a Docentes","M",35,"Estudiante",129000,2
339,2024-08-04,"Cúcuta","Formación a Docentes","M",-6,"Padre/Madre",81000,1
340,2024-05-26,"Cúcuta","Adecuación de Aulas","Femenino",35,"Lider Comunitario",NA,3
341,2024-07-24,"Ipiales","Adecuación de Aulas","Femenino",25,"Padre/Madre",171000,3
342,2025-07-06,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",17,"Docente",183000,4
343,2024-07-25,"Bucaramanga","Apoyo Psicosocial","F",22,"Estudiante",59000,4
344,2024-04-28,"Tibú","Apoyo Psicosocial","Masculino",13,"Docente",35000,4
345,2024-10-07,"Pamplona","Apoyo Psicosocial","Masculino",10,"Lider Comunitario",163000,4
346,2025-07-13,"Bucaramanga","Apoyo Psicosocial","Femenino",6,"Padre/Madre",241000,5
347,2025-08-23,"Bucaramanga","Adecuación de Aulas","No binario",25,"Estudiante",144000,2
348,2025-05-30,"Pasto","Entrega de Kits Escolares","Femenino",-5,"Padre/Madre",236000,4
349,2024-02-02,"Cúcuta","Formación a Docentes","hombre",-4,"Estudiante",NA,4
350,2025-09-11,"Pamplona","Entrega de Kits Escolares","Femenino",17,"Padre/Madre",23000,4
351,2024-12-25,"Pamplona","Entrega de Kits Escolares","Masculino",3,"Lider Comunitario",19000,4
352,2025-06-03,"Ipiales","Apoyo Psicosocial","Femenino",10,"Lider Comunitario",134000,4
353,2025-04-12,"Pasto","Apoyo Psicosocial","Masculino",21,"Estudiante",221000,2
354,2025-08-20,"Bucaramanga","Entrega de Kits Escolares","Masculino",5,"Docente",NA,4
355,2024-03-27,"Bucaramanga","Entrega de Kits Escolares","Masculino",17,"Padre/Madre",95000,5
356,2024-05-18,"Pasto","Taller de Gestión del Riesgo","Femenino",30,"Docente",46000,4
357,2025-02-07,"Bucaramanga","Entrega de Kits Escolares","Masculino",15,"Lider Comunitario",49000,4
358,2025-01-18,"Cúcuta","Apoyo Psicosocial","Femenino",7,"Docente",190000,5
359,2024-08-18,NA,"Entrega de Kits Escolares","Femenino",4,"Padre/Madre",66000,5
360,2024-11-30,"Bucaramanga","Apoyo Psicosocial","Masculino",18,"Lider Comunitario",148000,2
361,2024-04-16,"Arauca","Formación a Docentes","Femenino",24,"Estudiante",184000,NA
362,2024-07-14,"Cúcuta","Apoyo Psicosocial","Masculino",40,"Estudiante",50000,2
363,2024-11-27,"Bucaramanga","Formación a Docentes","Femenino",30,"Padre/Madre",123000,4
364,2025-12-12,"Cúcuta ","Taller de Gestión del Riesgo","Femenino",13,"Padre/Madre",18000,NA
365,2025-04-20,"Ipiales","Apoyo Psicosocial","mujer",15,"Docente",NA,2
366,2024-12-26,"Pasto","Apoyo Psicosocial","mujer",26,"Lider Comunitario",249000,4
367,2024-03-02,"Tibú","Taller de Gestión del Riesgo","Femenino",18,"Estudiante",34000,4
368,2024-03-08,"Bucaramanga","Formación a Docentes","M",27,"Docente",73000,4
369,2024-01-31,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",29,"Docente",202000,5
370,2024-06-14,"Pamplona","Taller de Gestión del Riesgo","F",10,"Lider Comunitario",153000,4
371,2025-09-20,"Pasto","Entrega de Kits Escolares","Femenino",1,"Padre/Madre",58000,3
372,2024-02-22,"Bucaramanga","Adecuación de Aulas","Femenino",25,"Docente",179000,5
373,2024-04-13,"Arauca","Apoyo Psicosocial","Femenino",4,"Lider Comunitario",123000,3
374,2024-10-10,"Pamplona","Formación a Docentes","Masculino",8,"Lider Comunitario",64000,4
375,2025-01-17,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",24,"Estudiante",89000,2
376,2025-10-04,"Bucaramanga","Entrega de Kits Escolares","Masculino",10,"Padre/Madre",82000,3
377,2025-02-16,"Cúcuta","Formación a Docentes","Femenino",22,"Lider Comunitario",62000,5
378,2025-06-14,"Pamplona","Entrega de Kits Escolares","M",19,"Estudiante",191000,4
379,2025-06-27,NA,"Taller de Gestión del Riesgo","Masculino",7,"Docente",NA,4
380,2024-04-27,"Pasto","Taller de Gestión del Riesgo","Masculino",2,"Estudiante",129000,5
381,2025-04-09,"Pasto","Entrega de Kits Escolares","Femenino",7,"Docente",15000,5
382,2024-07-08,"Tibú","Formación a Docentes","Masculino",17,"Lider Comunitario",166000,4
383,2024-10-11,"Bucaramanga","Entrega de Kits Escolares","Femenino",10,"Docente",244000,NA
384,2024-11-02,"Pamplona","Formación a Docentes","Masculino",10,"Estudiante",147000,2
385,2024-09-21,"Bucaramanga","Apoyo Psicosocial","No binario",13,"Estudiante",98000,4
386,2025-05-18,"Ipiales","Adecuación de Aulas","Femenino",8,"Docente",55000,3
387,2025-08-27,"Arauca","Apoyo Psicosocial","Masculino",21,"Padre/Madre",217000,2
388,2025-11-05,"Cúcuta","Apoyo Psicosocial","Masculino",7,"Docente",80000,2
389,2025-09-01,"Pasto","Taller de Gestión del Riesgo","Femenino",29,"Lider Comunitario",37000,3
390,2024-08-04,"Bucaramanga","Apoyo Psicosocial","Masculino",12,"Docente",203000,4
391,2024-02-24,"Bucaramanga","Adecuación de Aulas","Masculino",7,"Lider Comunitario",249000,5
392,2024-10-16,"Pasto","Entrega de Kits Escolares","Femenino",6,"Estudiante",234000,4
393,2025-10-02,"cucuta","Entrega de Kits Escolares","Femenino",19,"Lider Comunitario",86000,5
394,2025-01-02,"Tibú","Formación a Docentes","Femenino",17,"Lider Comunitario",59000,4
395,2024-08-20,"Ipiales","Apoyo Psicosocial","Femenino",27,"Padre/Madre",224000,2
396,2025-07-16,"Pamplona","Entrega de Kits Escolares","Femenino",28,"Lider Comunitario",249000,5
397,2025-10-08,"Cúcuta","Formación a Docentes","Masculino",3,"Estudiante",62000,5
398,2024-02-07,"Cúcuta","Taller de Gestión del Riesgo","Femenino",12,"Docente",74000,4
399,2025-08-15,"Pamplona","Adecuación de Aulas","Masculino",20,"Docente",225000,4
400,2024-12-06,"Pamplona","Adecuación de Aulas","Femenino",18,"Docente",177000,2
401,2024-02-21,"Cúcuta","Formación a Docentes","Femenino",10,"Docente",210000,2
402,2024-05-01,"Bucaramanga","Adecuación de Aulas","M",6,"Padre/Madre",16000,4
403,2024-03-24,"Bucaramanga","Formación a Docentes","Femenino",18,"Lider Comunitario",101000,3
404,2024-06-14,"Bucaramanga","Entrega de Kits Escolares","Femenino",10,"Padre/Madre",139000,3
405,2024-01-20,"Pasto","Entrega de Kits Escolares","Masculino",2,"Estudiante",201000,5
406,2025-03-31,"Ipiales","Formación a Docentes","F",13,"Estudiante",NA,4
407,2025-03-24,NA,"Adecuación de Aulas","Femenino",16,"Padre/Madre",191000,4
408,2024-05-22,"Pamplona","Formación a Docentes","hombre",19,"Padre/Madre",57000,3
409,2024-05-18,"Bucaramanga","Apoyo Psicosocial","Femenino",6,"Estudiante",36000,3
410,2025-02-19,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",-7,"Padre/Madre",40000,1
411,2024-06-01,"Bucaramanga","Apoyo Psicosocial","No binario",7,"Padre/Madre",107000,2
412,2025-11-24,"Arauca","Taller de Gestión del Riesgo","Femenino",10,"Padre/Madre",167000,3
413,2025-03-10,"Ipiales","Taller de Gestión del Riesgo","Femenino",4,"Estudiante",145000,4
414,2025-03-07,"Pasto","Apoyo Psicosocial","Masculino",20,"Docente",120000,4
415,2024-10-31,"Bucaramanga","Apoyo Psicosocial","Femenino",28,"Lider Comunitario",77000,1
416,2025-09-03,"Bucaramanga","Entrega de Kits Escolares","Masculino",11,"Lider Comunitario",24000,4
417,2024-10-30,"Cúcuta","Adecuación de Aulas","Masculino",19,"Estudiante",75000,4
418,2024-03-16,"Tibú","Entrega de Kits Escolares","Masculino",19,"Padre/Madre",238000,2
419,2024-07-15,"Ipiales","Adecuación de Aulas","Femenino",25,"Estudiante",26000,5
420,2024-07-24,"Tibú","Taller de Gestión del Riesgo","No binario",7,"Docente",190000,5
421,2025-01-27,"Bucaramanga","Apoyo Psicosocial","F",12,"Docente",184000,4
422,2025-01-14,"Ipiales","Formación a Docentes","Femenino",-6,"Padre/Madre",113000,3
423,2024-01-01,"Arauca","Formación a Docentes","Masculino",26,"Lider Comunitario",215000,4
424,2025-10-05,"Pamplona","Adecuación de Aulas","Femenino",6,"Lider Comunitario",155000,5
425,2025-09-27,"Bucaramanga","Formación a Docentes","Femenino",-1,"Lider Comunitario",213000,4
426,2025-08-17,"Bucaramanga","Entrega de Kits Escolares","M",23,"Estudiante",228000,2
427,2024-11-16,"Ipiales","Formación a Docentes","mujer",16,"Estudiante",127000,4
428,2025-05-20,"Bucaramanga","Adecuación de Aulas","M",26,"Lider Comunitario",85000,4
429,2024-07-11,"Ipiales","Adecuación de Aulas","Femenino",4,"Padre/Madre",16000,1
430,2025-04-08,"Bucaramanga","Formación a Docentes","Femenino",18,"Docente",210000,3
431,2024-05-19,"Bucaramanga","Formación a Docentes","Femenino",11,"Padre/Madre",71000,1
432,2025-08-12,"Ipiales","Apoyo Psicosocial","Femenino",1,"Lider Comunitario",150000,5
433,2024-11-03,"Arauca ","Taller de Gestión del Riesgo","Masculino",28,"Lider Comunitario",22000,4
434,2025-04-27,"Cúcuta","Taller de Gestión del Riesgo","Masculino",16,"Docente",106000,4
435,2024-12-30,"Pasto","Apoyo Psicosocial","Masculino",21,"Padre/Madre",91000,5
436,2025-02-26,"Cúcuta","Formación a Docentes","Masculino",13,"Estudiante",139000,3
437,2024-09-16,"Bucaramanga","Apoyo Psicosocial","Femenino",21,"Padre/Madre",206000,5
438,2024-08-02,"Bucaramanga","Formación a Docentes","Femenino",12,"Lider Comunitario",71000,NA
439,2025-09-09,"Bucaramanga","Formación a Docentes","Femenino",12,"Docente",50000,5
440,2025-07-04,"Tibú","Apoyo Psicosocial","Femenino",25,"Padre/Madre",216000,5
441,2025-07-02,"Tibú","Apoyo Psicosocial","Femenino",11,"Padre/Madre",208000,3
442,2025-03-12,"Arauca","Apoyo Psicosocial","Femenino",8,"Docente",58000,4
443,2025-06-22,"Tibú","Adecuación de Aulas","Masculino",1,"Docente",18000,4
444,2025-12-10,"Cúcuta","Apoyo Psicosocial","Femenino",25,"Padre/Madre",NA,5
445,2025-08-17,"Pasto","Apoyo Psicosocial","Masculino",25,"Padre/Madre",NA,2
446,2024-07-08,"Tibú","Entrega de Kits Escolares","Masculino",-4,"Estudiante",232000,1
447,2024-11-10,"Pamplona","Formación a Docentes","Masculino",6,"Padre/Madre",78000,4
448,2025-09-09,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",7,"Lider Comunitario",164000,5
449,2025-05-13,"Pasto","Apoyo Psicosocial","Femenino",12,"Padre/Madre",148000,5
450,2025-03-29,"Bucaramanga","Adecuación de Aulas","Masculino",12,"Estudiante",167000,5
451,2024-06-01,"Pamplona","Apoyo Psicosocial","Femenino",23,"Lider Comunitario",161000,5
452,2024-01-25,"Pasto","Taller de Gestión del Riesgo","Masculino",31,"Lider Comunitario",87000,4
453,2025-07-24,"Pasto","Taller de Gestión del Riesgo","Masculino",2,"Docente",165000,4
454,2024-09-10,"Bucaramanga","Adecuación de Aulas","Femenino",-2,"Padre/Madre",20000,5
455,2025-09-14,"Arauca","Entrega de Kits Escolares","Femenino",7,"Padre/Madre",98000,3
456,2024-05-15,"Bucaramanga","Adecuación de Aulas","Femenino",14,"Estudiante",143000,3
457,2025-03-21,"Pasto","Adecuación de Aulas","mujer",17,"Docente",134000,3
458,2024-02-14,"Cúcuta","Apoyo Psicosocial","Masculino",10,"Estudiante",233000,4
459,2024-10-04,"Tibú","Formación a Docentes","Femenino",10,"Estudiante",141000,3
460,2024-12-17,"Ipiales","Formación a Docentes","Femenino",19,"Padre/Madre",NA,4
461,2024-02-14,"Cúcuta","Entrega de Kits Escolares","Femenino",13,"Estudiante",40000,4
462,2025-01-05,"Bucaramanga","Adecuación de Aulas","Masculino",-2,"Lider Comunitario",214000,3
463,2025-05-04,"Arauca ","Apoyo Psicosocial","Femenino",4,"Docente",217000,3
464,2024-02-03,"Tibú","Apoyo Psicosocial","Masculino",13,"Padre/Madre",43000,3
465,2025-08-25,"Bucaramanga","Adecuación de Aulas","Femenino",9,"Estudiante",195000,4
466,2024-03-12,"Cúcuta","Formación a Docentes","F",-9,"Docente",83000,4
467,2024-08-15,"Pamplona","Adecuación de Aulas","Masculino",-1,"Padre/Madre",77000,4
468,2025-12-22,"Cúcuta","Taller de Gestión del Riesgo","M",5,"Docente",78000,5
469,2024-06-27,"Bucaramanga","Entrega de Kits Escolares","Masculino",16,"Padre/Madre",54000,4
470,2025-02-01,"Tibú","Formación a Docentes","Femenino",19,"Lider Comunitario",64000,1
471,2024-12-10,"Bucaramanga","Apoyo Psicosocial","Femenino",6,"Lider Comunitario",145000,5
472,2024-11-17,"Bucaramanga","Entrega de Kits Escolares","M",15,"Estudiante",169000,4
473,2025-05-05,"Bucaramanga","Apoyo Psicosocial","Femenino",10,"Padre/Madre",172000,3
474,2024-12-11,"Arauca","Taller de Gestión del Riesgo","Femenino",26,"Docente",137000,5
475,2024-05-01,"Cúcuta","Entrega de Kits Escolares","Masculino",7,"Docente",102000,5
476,2025-04-07,NA,"Taller de Gestión del Riesgo","Masculino",29,"Docente",159000,2
477,2025-08-19,"Ipiales","Entrega de Kits Escolares","Femenino",4,"Docente",186000,4
478,2024-08-15,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",-5,"Estudiante",222000,4
479,2025-07-19,"Arauca","Apoyo Psicosocial","F",-3,"Padre/Madre",149000,3
480,2025-11-22,"Bucaramanga","Adecuación de Aulas","Masculino",7,"Padre/Madre",49000,5
481,2025-06-22,"Bucaramanga","Entrega de Kits Escolares","hombre",14,"Lider Comunitario",49000,5
482,2025-02-04,"Tibú","Entrega de Kits Escolares","Femenino",20,"Estudiante",124000,2
483,2024-10-24,"Pasto","Entrega de Kits Escolares","Femenino",8,"Estudiante",30000,NA
484,2024-06-23,"Tibú","Entrega de Kits Escolares","M",14,"Estudiante",107000,5
485,2025-09-20,"Pasto","Adecuación de Aulas","Masculino",22,"Docente",59000,3
486,2025-10-11,"Pasto","Apoyo Psicosocial","Femenino",12,"Lider Comunitario",25000,1
487,2024-11-19,"Tibú","Formación a Docentes","Masculino",14,"Padre/Madre",37000,NA
488,2025-11-09,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",13,"Lider Comunitario",174000,5
489,2025-09-05,"Bucaramanga","Apoyo Psicosocial","F",19,"Docente",160000,4
490,2025-11-09,"Tibú","Entrega de Kits Escolares","Masculino",18,"Estudiante",129000,4
491,2025-11-18,"Arauca","Entrega de Kits Escolares","Masculino",24,"Padre/Madre",157000,1
492,2024-11-05,"Arauca","Apoyo Psicosocial","Masculino",9,"Estudiante",188000,1
493,2025-10-09,"Pasto","Entrega de Kits Escolares","Masculino",40,"Estudiante",217000,4
494,2025-08-14,"Bucaramanga","Entrega de Kits Escolares","Masculino",14,"Docente",142000,4
495,2025-01-18,"Pamplona","Taller de Gestión del Riesgo","Masculino",7,"Lider Comunitario",42000,4
496,2024-08-13,"Pasto","Formación a Docentes","Femenino",23,"Docente",231000,1
497,2025-11-28,"Bucaramanga","Apoyo Psicosocial","mujer",15,"Docente",17000,5
498,2024-12-26,"Pamplona","Taller de Gestión del Riesgo","Masculino",38,"Docente",232000,3
499,2024-06-15,"Cúcuta","Adecuación de Aulas","Femenino",9,"Padre/Madre",113000,5
500,2025-02-07,"Cúcuta","Entrega de Kits Escolares","Masculino",-7,"Estudiante",123000,4
501,2025-11-24,"Ipiales","Taller de Gestión del Riesgo","Femenino",27,"Padre/Madre",118000,3
502,2024-04-21,"Arauca","Entrega de Kits Escolares","Femenino",26,"Lider Comunitario",38000,4
503,2025-03-14,"Bucaramanga","Apoyo Psicosocial","Masculino",14,"Docente",84000,5
504,2024-08-21,"Arauca","Taller de Gestión del Riesgo","Femenino",0,"Padre/Madre",NA,5
505,2025-01-29,"Bucaramanga","Formación a Docentes","Femenino",35,"Estudiante",NA,1
506,2025-03-06,"Pamplona","Apoyo Psicosocial","hombre",27,"Lider Comunitario",NA,2
507,2024-03-13,"Pasto","Adecuación de Aulas","Femenino",13,"Estudiante",42000,5
508,2025-05-03,"Cúcuta","Entrega de Kits Escolares","Femenino",13,"Padre/Madre",93000,4
509,2025-03-02,"Arauca","Apoyo Psicosocial","Masculino",19,"Padre/Madre",181000,2
510,2024-09-20,"Arauca","Apoyo Psicosocial","Femenino",13,"Lider Comunitario",58000,4
511,2025-02-14,"Pasto","Entrega de Kits Escolares","Masculino",21,"Padre/Madre",204000,5
512,2024-12-24,"Ipiales","Adecuación de Aulas","Masculino",2,"Docente",125000,4
513,2024-03-23,"Bucaramanga","Adecuación de Aulas","Masculino",28,"Padre/Madre",141000,4
514,2024-08-19,"Cúcuta","Adecuación de Aulas","mujer",-1,"Padre/Madre",55000,1
515,2025-02-21,"Bucaramanga","Apoyo Psicosocial","M",8,"Lider Comunitario",244000,3
516,2025-01-29,"Pamplona","Formación a Docentes","M",13,"Padre/Madre",154000,4
517,2025-10-01,"Cúcuta","Formación a Docentes","Femenino",24,"Estudiante",143000,4
518,2024-05-16,"Pamplona","Formación a Docentes","Masculino",3,"Padre/Madre",198000,4
